,image,num_nuclei,num_chromosomes,num_ecDNA,agg_results
1013,733.tif,1,10,1,"['{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}', '{""ecDNA"": 5}', '{\n  ""ecDNA"": 3\n}']"
1014,736.tif,1,0,1,"['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 1\n}', '{\n""ecDNA"": {\n""count"": 3\n}\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
1015,737.tif,1,0,0,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 2\n}']"
1016,74.tif,0,11,27,"['{\n    ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 123\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
1017,740.tif,1,0,0,"['{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 10\n}', '{\n""ecDNA"": 3\n}']"
1018,741.tif,1,0,0,"['{\n  ""ecDNA"": 4\n}', '{\n""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 5\n}\n```', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
1019,742.tif,2,0,0,"['```json\n[\n  {\n    ""ecDNA"": 2\n  }\n]\n```', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}', '{\n    ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 5\n}']"
1020,743.tif,4,0,4,"['{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 0\n}', '{\n""ecDNA"": 5\n}', '{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 1\n}']"
1021,744.tif,1,0,0,"['{""ecDNA"": 3}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{""ecDNA"": 3}', '{\n""ecDNA"": 2\n}', '{\n    ""ecDNA"": 123\n}']"
1022,745.tif,1,1,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
1023,746.tif,1,6,1,"['{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{""ecDNA"": 5}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}']"
1024,747.tif,2,0,0,"['{\n  ""ecDNA"": 3\n}', '{""ecDNA"": ""3""}', '{""ecDNA"": 2}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
1025,748.tif,1,0,0,"['{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 4\n}', '```json\n[1]\n```', '{\n  ""ecDNA"": 0\n}']"
1026,749.tif,1,31,9,"['{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '```json\n[2]\n```', '```json\n{\n  ""ecDNA"": 3\n}\n```']"
1027,750.tif,0,13,2,"['{\n  ""ecDNA"": 1\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 10\n}', '{\n  ""ecDNA"": 0\n}']"
1028,751.tif,1,0,0,"['{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 5\n}', '{\n""ecDNA"": 1\n}']"
1029,753.tif,2,9,3,"['{\n  ""ecDNA"": {\n    ""value"": 3,\n    ""count"": 1\n  }\n}', '{""ecDNA"": 0}', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{\n    ""ecDNA"": 3\n}', '```json\n[3]\n```']"
1030,754.tif,2,0,0,"['{\n  ""ecDNA_count"": 1\n}', '{""ecDNA"": 0}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
1031,755.tif,2,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 3}', '{\n""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}']"
1032,756.tif,2,0,0,"['{\n""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 1\n}', '{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": {\n    ""count"": 1\n  }\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```']"
1033,757.tif,2,0,0,"['{\n  ""ecDNA"": 2\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{\n    ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
1034,758.tif,2,0,0,"['{\n  ""ecDNA"": 4\n}', '{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 2\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1035,759.tif,1,0,0,"['```json\n[5]\n```', '{\n""ecDNA"": 10\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 10\n}', '{\n  ""ecDNA"": 1\n}']"
1036,76.tif,13,0,9,"['{\n""ecDNA"": 20\n}', '```json\n[3]\n```', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}']"
1037,760.tif,2,1,2,"['{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 12\n}', '{""ecDNA"":3}', '{\n  ""ecDNA"": 0\n}']"
1038,761.tif,2,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n    ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}']"
1039,762.tif,1,0,0,"['{\n""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 10\n}', '{""ecDNA"":3}']"
1040,764.tif,2,0,0,"['{\n  ""ecDNA"": 5\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```']"
1041,765.tif,2,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n""ecDNA"": 3\n}']"
1042,766.tif,4,2,0,"['{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}', '{\n  ""ecDNA"": 4\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```', '{""ecDNA"": 2}']"
1043,767.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
1044,768.tif,2,0,0,"['{\n""ecDNA"": 3\n}', '{""ecDNA_count"": 2}', '{\n    ""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 2\n}\n```', '{\n  ""ecDNA"": 0\n}']"
1045,769.tif,1,45,14,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 1\n}', '{\n""ecDNA"": 0\n}', '{\n""ecDNA"": 3,\n""nuclei"": 5,\n""chromosomes"": 7,\n""total"": 15\n}']"
1046,77.tif,1,9,11,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 20\n}', '{\n    ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}']"
1047,770.tif,2,9,3,"['{\n  ""ecDNA"": 3\n}', '```json\n[3]\n```', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 5\n}']"
1048,771.tif,6,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 2\n}', '{\n""ecDNA"": 0\n}', '```json\n{\n  ""ecDNA"": 2\n}\n```', '{\n  ""ecDNA"": 12345678901234567890\n}']"
1049,773.tif,0,11,11,"['{\n  ""ecDNA"": 1\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 4\n}']"
1050,774.tif,1,10,2,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": {""count"": 4}}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}']"
1051,775.tif,2,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n""ecDNA"": 4\n}']"
1052,777.tif,0,2,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 1234567890\n}']"
1053,779.tif,1,0,0,"['{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 0}', '```json\n[0]\n```']"
1054,78.tif,0,3,1,"['{""ecDNA"": 1}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}']"
1055,780.tif,1,0,1,"['```json\n{\n  ""ecDNA"": 5\n}\n```', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 10\n}', '{\n  ""ecDNA"": 4502\n}', '{\n  ""ecDNA"": 0\n}']"
1056,782.tif,2,3,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 0\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 25\n  }\n}']"
1057,783.tif,2,1,0,"['{\n  ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}', '{\n""ecDNA"": 4\n}', '{\n    ""ecDNA"": 0\n}']"
1058,784.tif,2,0,0,"['```json\n{\n  ""ecDNA"": 1\n}\n```', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n""ecDNA"": {\n""count"": 5\n}\n}']"
1059,785.tif,1,3,0,"['{""ecDNA"": 3}', '{""ecDNA"": 0}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""count"": 1\n  }\n}', '```json\n{\n  ""ecDNA"": 5\n}\n```']"
1060,786.tif,2,0,0,"['{\n    ""ecDNA"": 1\n}', '{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
1061,787.tif,2,2,0,"['{\n    ""ecDNA"": 0\n}', '```json\n[\n  {\n    ""ecDNA"": 5\n  }\n]\n```', '```json\n[\n    {\n        ""ecDNA"": [\n            {\n                ""count"": 1,\n                ""bbox"": [\n                    [0, 0],\n                    [2, 2]\n                ]\n            }\n        ]\n    }\n]\n```', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}']"
1062,788.tif,1,1,0,"['{\n    ""ecDNA"": 5\n}', '{\n""ecDNA"": {\n""count"": 1048576\n}\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": 2\n}\n```']"
1063,789.tif,1,16,0,"['{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": {\n        ""count"": 4\n    }\n}', '{\n    ""ecDNA"": 3\n}']"
1064,790.tif,1,11,0,"['{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 5\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1065,791.tif,2,2,0,"['{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}', '{\n    ""ecDNA"": 100\n}', '{\n""ecDNA"": 3\n}']"
1066,792.tif,0,6,0,"['{""ecDNA"": 0}', '{\n""ecDNA"": 2\n}', '{""ecDNA"": 5}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
1067,793.tif,1,19,1,"['{\n  ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 10\n}', '{\n  ""ecDNA"": 3\n}']"
1068,794.tif,0,10,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1234567890\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
1069,795.tif,1,0,0,"['```json\n[1]\n```', '```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}']"
1070,796.tif,1,0,0,"['{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA_count"": 2\n}', '```json\n[\n  {\n    ""ecDNA"": 3\n  }\n]\n```', '{\n  ""ecDNA"": 3\n}']"
1071,8.tif,4,0,2,"['{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 4\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 1\n}', '{\n""ecDNA"": 3\n}']"
1072,800.tif,3,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 20\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": {\n    ""count"": 0\n  }\n}', '{\n""ecDNA"": 0\n}']"
1073,801.tif,1,0,0,"['{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 2\n}']"
1074,802.tif,2,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```', '{""ecDNA"": 3}', '```json\n[\n    {\n        ""count"": 1\n    }\n]\n```']"
1075,803.tif,1,0,0,"['{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 2}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
1076,804.tif,2,0,0,"['{\n  ""ecDNA"": 4\n}', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
1077,805.tif,1,1,0,"['{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 0\n}', '{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 1\n}']"
1078,806.tif,0,2,3,"['{\n    ""ecDNA"": {\n        ""count"": 0\n    }\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 2}']"
1079,807.tif,1,0,0,"['```json\n[""3""]\n```', '{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"":1}']"
1080,808.tif,2,0,0,"['{\n  ""ecDNA"": 4\n}', '{\n    ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
1081,809.tif,1,8,16,"['{\n""ecDNA"": 1\n}', '{""ecDNA"": 2}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}']"
1082,810.tif,0,9,8,"['{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 2\n}']"
1083,811.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
1084,812.tif,2,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{""ecDNA"": 5}', '{\n  ""ecDNA"": 3\n}']"
1085,813.tif,2,18,24,"['{\n  ""ecDNA"": {\n    ""count"": 1\n  }\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n  ""ecDNA"": 1234567890\n}', '{""ecDNA"": 4}', '{\n  ""ecDNA"": 3\n}']"
1086,814.tif,0,12,8,"['{\n  ""ecDNA"": 4\n}', '{\n""ecDNA"": 0\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 4\n}', '{\n""ecDNA"": 0\n}']"
1087,816.tif,1,0,0,"['{\n""ecDNA"": 2\n}', '{""ecDNA_count"":3}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 25\n}']"
1088,817.tif,2,0,0,"['```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 123\n}']"
1089,819.tif,1,0,0,"['{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
1090,820.tif,3,0,0,"['{\n  ""ecDNA"": 0\n}', '```json\n[{""ecDNA"": 3}]\n```', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 2\n}']"
1091,821.tif,1,2,7,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": {\n    ""count"": 20\n  }\n}', '{""ecDNA"": 1}', '{\n  ""ecDNA"": 50\n}', '{\n    ""ecDNA"": 3\n}']"
1092,822.tif,2,0,0,"['{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA_count"": 2\n}', '{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}']"
1093,823.tif,2,0,5,"['{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n    ""ecDNA"": 0\n}', '{""ecDNA"": 2}', '{\n  ""ecDNA"": 3\n}']"
1094,824.tif,1,0,1,"['{\n  ""ecDNA"": 2\n}', '```json\n[3]\n```', '```json\n{\n  ""ecDNA"": 4\n}\n```', '{\n""ecDNA"": 2\n}', '{""ecDNA"": 0}']"
1095,825.tif,1,7,0,"['{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}', '{\n""ecDNA"": 3\n}']"
1096,826.tif,2,2,0,"['```json\n[3]\n```', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 2\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}']"
1097,827.tif,2,3,2,"['{""ecDNA"": 3}', '{\n  ""ecDNA"": 1\n}', '{\n    ""ecDNA"": 5\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}']"
1098,828.tif,0,14,12,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1234567890\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": {\n    ""count"": 10\n  }\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```']"
1099,829.tif,0,25,0,"['{""ecDNA"": 1}', '{""ecDNA"": 0}', '{\n    ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}']"
1100,830.tif,0,8,1,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 3}']"
1101,831.tif,1,1,1,"['```json\n[1]\n```', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '```json\n{\n  ""ecDNA"": 4\n}\n```']"
1102,832.tif,0,2,9,"['```json\n{\n  ""ecDNA"": 5\n}\n```', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 1\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}']"
1103,833.tif,2,10,2,"['{\n    ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
1104,834.tif,1,3,3,"['```json\n[5]\n```', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 0}']"
1105,835.tif,2,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{""ecDNA"": 3}', '{""ecDNA"":3}']"
1106,837.tif,0,1,0,"['```json\n[1]\n```', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 3\n}']"
1107,838.tif,1,2,0,"['{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 2\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 4\n}']"
1108,839.tif,1,0,0,"['{\n""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}']"
1109,84.tif,0,3,1,"['{\n  ""ecDNA"": 5\n}', '```json\n{\n  ""ecDNA_count"": 0\n}\n```', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 3\n}']"
1110,845.tif,1,0,0,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}', '{\n    ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}', '{\n""ecDNA"": 0\n}']"
1111,849.tif,1,1,0,"['{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 2\n}', '{\n  ""ecDNA"": {\n    ""value"": 3,\n    ""unit"": ""number""\n  }\n}', '{\n  ""ecDNA"": 10\n}', '{\n  ""ecDNA"": 3\n}']"
1112,85.tif,0,4,11,"['{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 0}', '{""ecDNA"": 3}', '{\n""ecDNA"": 4\n}', '{\n""ecDNA"": 10\n}']"
1113,853.tif,3,7,0,"['{\n  ""ecDNA"": 4\n}', '{\n""ecDNA"": 2\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 3}', '{\n    ""ecDNA"": 5\n}']"
1114,854.tif,1,13,2,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 4}', '{\n  ""ecDNA"": 1\n}', '{\n""ecDNA"": 0\n}']"
1115,858.tif,1,0,0,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 0\n}', '{\n""ecDNA"": 3\n}', '{\n  ""ecDNA"": 0\n}']"
1116,86.tif,1,0,2,"['{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA_count"": 0\n}', '{\n  ""ecDNA"": 5\n}', '{\n    ""ecDNA"": 10\n}', '{\n  ""ecDNA"": 4\n}']"
1117,863.tif,1,0,0,"['{\n""ecDNA"": 0\n}', '{\n""ecDNA"": 5\n}', '{\n""ecDNA"": 200\n}', '{""ecDNA"": 3}', '{\n  ""ecDNA"": 3\n}']"
1118,869.tif,0,13,3,"['{\n""ecDNA"": 3\n}', '```json\n[1]\n```', '{\n  ""ecDNA"": 4\n}', '{""ecDNA_count"": 0}', '{\n""ecDNA"": 3\n}']"
1119,87.tif,1,0,1,"['{\n  ""ecDNA"": 5\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n""ecDNA"": 0\n}']"
1120,870.tif,0,18,2,"['{\n""ecDNA"": 3\n}', '```json\n[5]\n```', '```json\n{\n  ""ecDNA"": 0\n}\n```', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 0\n}']"
1121,871.tif,0,5,1,"['{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{""ecDNA"": 2}', '{\n    ""ecDNA"": 0\n}', '{\n""ecDNA"": 0\n}']"
1122,873.tif,0,12,7,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA_count"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": {""count"": 3}}', '{\n""ecDNA"": 0\n}']"
1123,874.tif,0,7,1,"['{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 2\n}', '{\n  ""ecDNA"": 3\n}']"
1124,88.tif,0,18,34,"['{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 0\n}', '{\n""ecDNA"": 2\n}', '{\n""ecDNA"": 1\n}', '{\n""ecDNA"": 3\n}']"
1125,883.tif,1,0,0,"['{\n  ""ecDNA"": 2\n}', '{\n""ecDNA"": 2011\n}', '{\n    ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 5\n}']"
1126,889.tif,0,9,3,"['```json\n{\n  ""ecDNA"": 3\n}\n```', '{\n  ""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}', '```json\n{\n  ""ecDNA"": {\n    ""count"": 3\n  }\n}\n```', '{\n  ""ecDNA"": 2\n}']"
1127,89.tif,0,24,35,"['{\n    ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 5\n}', '{\n  ""ecDNA"": 3\n}', '{""ecDNA"": 1}']"
1128,890.tif,0,4,2,"['{\n  ""ecDNA"": 3\n}', '{\n    ""ecDNA"": 5\n}', '{\n    ""ecDNA_count"": 0\n}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 3\n}']"
1129,891.tif,0,1,0,"['```json\n[\n    {\n        ""ecDNA"": 2\n    }\n]\n```', '{\n  ""ecDNA"": 3\n}', '{\n  ""ecDNA"": 1\n}', '{\n  ""ecDNA"": 3\n}', '{\n""ecDNA"": 0\n}']"
1130,892.tif,0,4,1,"['{""ecDNA"": 5}', '{\n""ecDNA"": 1\n}', '{""ecDNA"": 10}', '{\n""ecDNA"": 0\n}', '{\n  ""ecDNA"": 4\n}']"
